,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
1330,A Spacious Bright Home W/ a Calming view,/en/buy/apartment-for-sale-dubai-downtown-dubai-burj-views-burj-views-a-8160422.html,2,3,1348,432000.0,UAE
1331,Luxurious | Spacious Apt | Fitted Kitchen,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-belgravia-belgravia-2-8155059.html,1,2,921,264600.0,UAE
1332,Single Row Unit | Vacant  | Huge Balcony,/en/buy/townhouse-for-sale-dubai-meydan-meydan-gated-community-the-polo-townhouses-8165483.html,3,5,2531,944999.73,UAE
1333,Immaculate House | Type 8 | Park and Pool,/en/buy/villa-for-sale-dubai-meadows-meadows-3-8047316.html,5,4,4931,1782000.0,UAE
1334,Real listing | Partial Marina View | Two balconies,/en/buy/apartment-for-sale-dubai-dubai-marina-vida-residences-dubai-marina-8186535.html,2,2,1158,553500.0,UAE
1335,Upgraded|Extended Kitchen|Garden & Sea View,/en/buy/townhouse-for-sale-ras-al-khaimah-al-hamra-village-the-townhouses-at-al-hamra-village-8180832.html,2,2,1345,175500.0,UAE
1336,Freehold luxury 5 BED Villa For Sale Zero Downpay,/en/buy/villa-for-sale-ajman-al-yasmeen-al-yasmeen-1-8178522.html,5,7,3100,621000.0,UAE
1337,Vacant Asset | Stunning 3BR | Good Value,/en/buy/apartment-for-sale-dubai-deira-emaar-towers-emaar-tower-a-8178755.html,3,3,1811,398250.0,UAE
1338,Perfectly Positioned| 5BHK + Maid | Luxury Villas,/en/buy/villa-for-sale-dubai-jumeirah-jumeirah-bay-island-villa-amalfi-8185437.html,5,6,6928,6750000.0,UAE
1339,3 Bedroom | Corner | Vacant On Transfer,/en/buy/villa-for-sale-dubai-dubai-hills-estate-sidra-villas-sidra-villas-ii-8185408.html,3,3,3220,1215000.0,UAE
1340,READY TO MOVE IN WITH 25% - PAY THE REST IN 3 YRS,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-creekside-18-creekside-18-a-8185153.html,2,2,1135,531599.76,UAE
1341,Pay 5% To Move-In|5Yrs Payment Plan|Upscale Studio,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-plazzo-heights-8024500.html,4,1,398,132300.0,UAE
1342,Brand New | Investment Opportunity | Modern Home,/en/buy/apartment-for-sale-dubai-umm-suqeim-madinat-jumeirah-living-rahaal-8195414.html,1,2,836,378000.0,UAE
1343,Genuine Resale | Brand New | Prime Location,/en/buy/apartment-for-sale-dubai-umm-suqeim-madinat-jumeirah-living-rahaal-8195356.html,2,3,1164,635850.0,UAE
1344,Ready-New|5Yrs Payment Plan|Amazing Quality,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-chaimaa-avenue-residences-7783135.html,2,4,1465,300510.0,UAE
1345,Partial Marina View | Higher Floor | Tenanted,/en/buy/apartment-for-sale-dubai-dubai-marina-emaar-6-towers-al-mesk-tower-7883174.html,3,2,2515,972000.0,UAE
1346,Exclusive | Mid Floor | Pool Facing | 2Bed,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-park-heights-2-8016417.html,2,3,896,297000.0,UAE
1347,Lovely Unit w/ Chiller Free | Near Metro,/en/buy/apartment-for-sale-dubai-al-furjan-azizi-residence-yasmine-8062564.html,2,4,1461,297000.0,UAE
1348,Exclusive | Pool View | Vacant | 2 Beds,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-park-heights-2-8089385.html,2,2,956,337500.0,UAE
1349,VOT | Currently Rented | Larger Balcony,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-mulberry-8016416.html,2,2,1361,431998.65,UAE
1350,Fully Furnished Apartment and High Floor,/en/buy/apartment-for-sale-dubai-business-bay-damac-towers-by-paramount-tower-a-8105521.html,2,3,1388,580500.0,UAE
1351,Luxurious | Modern Home | Elegant Design,/en/buy/apartment-for-sale-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-8105725.html,1,1,599,386069.76,UAE
1352,Brand New | Corner 2 Bed | Last one left,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-mulberry-8072514.html,2,3,1572,486000.0,UAE
1353,Camel Track/Green Belt View | Affordable,/en/buy/townhouse-for-sale-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-1-8064464.html,5,4,2735,972000.0,UAE
1354,Exclusive Espace | 1010 Sqft | 1 Bedroom,/en/buy/apartment-for-sale-dubai-dubai-marina-marina-heights-8138988.html,1,1,1010,291600.0,UAE
1355,Spacious | Ready to move in | Vacant Apt,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-belgravia-belgravia-2-8125805.html,2,4,1732,445500.0,UAE
1356,Vacant | Walking Distance to Clubhouse,/en/buy/villa-for-sale-dubai-jumeirah-islands-islamic-clusters-entertainment-foyer-8175425.html,4,4,5285,1822500.0,UAE
1357,EXCLUSIVE | Super Maintained | Near New Clubhouse,/en/buy/villa-for-sale-dubai-jumeirah-park-legacy-8175423.html,3,4,3527,1174500.0,UAE
1358,"5 Plots Next to each other, 4 years Payment Plan.",/en/buy/land-for-sale-dubai-dubai-hills-estate-emerald-hills-8176287.html,2,3,71000,621000.0,UAE
1359,High Floor | Luxury Unit | Burj Khalifa | Vacant,/en/buy/apartment-for-sale-dubai-downtown-dubai-burj-khalifa-area-burj-khalifa-8172102.html,2,3,2058,1215000.0,UAE
1360,Motivated to Sell | Park View | Dubai Hills,/en/buy/land-for-sale-dubai-dubai-hills-estate-dubai-hills-view-8168399.html,5,7,34202,5184000.0,UAE
1361,Best offer - Sea View - 2BR Apartment - Sale,/en/buy/apartment-for-sale-ras-al-khaimah-al-hamra-village-royal-breeze-royal-breeze-2-8168542.html,3,4,1244,621000.0,UAE
1362,"Spacious 2BHK Apartment in Autumn, JVC|Best offer!",/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-seasons-community-autumn-8163424.html,2,3,1199,156600.0,UAE
1363,Large unit| Partial Marina view | Best Price,/en/buy/apartment-for-sale-dubai-dubai-marina-trident-waterfront-8162873.html,3,4,2327,405000.0,UAE
1364,Exclusive Listing | High Number | Fully Upgraded,/en/buy/villa-for-sale-dubai-palm-jumeirah-garden-homes-garden-homes-frond-a-8164947.html,4,5,6860,621000.0,UAE
1365,Exclusive | Single Row | Upgraded 3 Beds,/en/buy/villa-for-sale-dubai-the-springs-springs-3-8164293.html,3,2,2455,701999.73,UAE
1366,"Contemporary Studio, Green Community",/en/buy/apartment-for-sale-dubai-al-barari-the-neighbourhood-8165159.html,4,1,508,216000.0,UAE
1367,Signature  / Large  Terrace With Pool,/en/buy/apartment-for-sale-dubai-palm-jumeirah-atlantis-the-royal-residences-8155728.html,2,3,4936,4029750.0,UAE
1368,Full Marina View | Furnished | Modern Style,/en/buy/apartment-for-sale-dubai-dubai-marina-cayan-tower-8155137.html,1,2,875,432000.0,UAE
1369,Furnished | Serviced Apt  | Business Bay view,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-downtown-hotel-8156563.html,1,1,741,675000.0,UAE
1370,Type 2E | Brand New | Close to Park,/en/buy/villa-for-sale-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-3-8068915.html,4,5,2470,796500.0,UAE
1371,Luxurious Lifestyle| Fitted Kitchen|Quality Living,/en/buy/villa-for-sale-dubai-jumeirah-village-circle-artistic-villas-8124189.html,4,6,1828,499500.0,UAE
1372,Exclusive | VOT | Stunning Central Location,/en/buy/villa-for-sale-dubai-motor-city-green-community-motor-city-family-villa-8130759.html,5,5,6210,1971000.0,UAE
1373,04 Yr P. Plan | Premier Location | Urban Lifestyle,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-bloom-heights-8131462.html,3,3,1479,338312.7,UAE
1374,0% DLD Fee| Outstanding Quality| Stylish Interiors,/en/buy/villa-for-sale-dubai-falcon-city-of-wonders-eastern-residences-8128252.html,5,6,4843,720461.25,UAE
1375,Exclusive | Pool | Upgraded | 4 Bed C3,/en/buy/villa-for-sale-dubai-dubai-sports-city-victory-heights-esmeralda-8128475.html,4,4,3201,1215000.0,UAE
1376,Modern Architecture| Live Uniquely|Desirable Place,/en/buy/villa-for-sale-dubai-falcon-city-of-wonders-eastern-residences-8128464.html,6,7,7168,944058.24,UAE
1377,New Vision of Waterfront Living ICreek Tower View ,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-harbour-views-1-8130560.html,3,4,1717,715739.76,UAE
1378,Exclusive Hattan E1 Full Lake View,/en/buy/villa-for-sale-dubai-meadows-meadows-8-8109976.html,5,5,5260,2241000.0,UAE
1379,Corner Villa Type 2E | Vacant Soon | Maple DH,/en/buy/townhouse-for-sale-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-2-8087248.html,4,4,2471,782998.65,UAE
1380,Exclusive | Upgraded And Extended | 4 Bed,/en/buy/villa-for-sale-dubai-dubai-sports-city-victory-heights-calida-8088112.html,4,4,3700,1201500.0,UAE
1381,Extravagantly Luxurious | 2BR | 04 Series,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-downtown-hotel-8075212.html,2,3,1732,1890000.0,UAE
1382,Great Location Apartment 1-min Walk to Dubai Mall,/en/buy/apartment-for-sale-dubai-old-town-reehan-reehan-3-8075121.html,2,3,1338,510300.0,UAE
1383,EXCLUSIVE | Lake View | 3 Beds | Upgraded,/en/buy/villa-for-sale-dubai-the-springs-springs-11-7976890.html,3,2,3032,1066500.0,UAE
1384,Amazing Villa Property with Community View !,/en/buy/villa-for-sale-abu-dhabi-hydra-village-zone-7-7726606.html,2,3,1884,202500.0,UAE
1385,Luxury Address | Duplex | Furnished | Canal View,/en/buy/duplex-for-sale-dubai-business-bay-dorchester-collection-dubai-8097744.html,4,4,5757,8071650.0,UAE
1386,Vacant on transfer|Single Row|View Today,/en/buy/townhouse-for-sale-dubai-al-furjan-north-village-dubai-style-8131879.html,3,2,2411,553500.0,UAE
1387,04 Yrs P. Plan| Luxury Redefined |Fantastic Layout,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-trump-estates-8131871.html,4,5,2930,1026002.7,UAE
1388,Large Three Bedroom | Exclusive | Vacant,/en/buy/apartment-for-sale-dubai-dubai-marina-al-seef-tower-8133086.html,3,4,3553,810000.0,UAE
1389,FULL MARINA VIEW LOW FLOOR RENTED UNIT,/en/buy/apartment-for-sale-dubai-dubai-marina-continental-tower-8130427.html,1,2,800,270000.0,UAE
1390,Genuine Resale | Brand New | Marina View,/en/buy/apartment-for-sale-dubai-dubai-marina-5242-8128366.html,1,2,684,378000.0,UAE
1391,EXCLUSIVE | Stunning| Upgraded  Legacy,/en/buy/villa-for-sale-dubai-jumeirah-park-legacy-8109410.html,4,5,4335,1822500.0,UAE
1392,"Fully Furnished, Mesmerizing Views, A Liquid Asset",/en/buy/apartment-for-sale-dubai-town-square-zahra-apartments-zahra-apartments-2b-8113506.html,1,2,590,133650.0,UAE
1393,Remodelled 3M | Tenanted | 3 Beds,/en/buy/villa-for-sale-dubai-reem-mira-mira-1-8107660.html,3,3,2180,486000.0,UAE
1394,Few End Units  2 BR + Maids Room  Spacious Layout,/en/buy/townhouse-for-sale-dubai-dubai-south-dubai-world-central-the-pulse-8105833.html,2,3,2067,299632.5,UAE
1395,Fully Furnished 1 Bed | Sea View | Vacant,/en/buy/apartment-for-sale-dubai-dubai-marina-botanica-tower-8138251.html,1,2,813,310500.0,UAE
1396,Palm & Sea Views | Mid-Floor | Great Layout,/en/buy/apartment-for-sale-dubai-palm-jumeirah-atlantis-the-royal-residences-8139903.html,4,5,4128,5266350.0,UAE
1397,Your Dream Home | ImpeccableDesign | Best location,/en/buy/villa-for-sale-dubai-falcon-city-of-wonders-eastern-residences-8140226.html,6,7,7169,1188005.4,UAE
1398,VOT | Amazing Location | Rare To Market,/en/buy/villa-for-sale-dubai-dubai-sports-city-victory-heights-fortuna-village-8134067.html,4,4,3286,837000.0,UAE
1399,Elegant Style |Prime Location | High End Community,/en/buy/apartment-for-sale-dubai-mohammed-bin-rashid-city-sobha-hartland-sobha-creek-vistas-8133682.html,1,1,724,263263.23,UAE
1400,04 Yrs P. Plan| Luxury Mansion| World Class Living,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-trump-estates-8131603.html,4,5,2930,1026002.7,UAE
1401,04 Yrs P. Plan | Modern Lifestyle | Stunning Views,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-trump-estates-8132306.html,4,6,4100,1458002.7,UAE
1402,Palm & Sea Views | Mid-Floor | Great Layout,/en/buy/apartment-for-sale-dubai-palm-jumeirah-atlantis-the-royal-residences-8139903.html,4,5,4128,5266350.0,UAE
1403,Your Dream Home | ImpeccableDesign | Best location,/en/buy/villa-for-sale-dubai-falcon-city-of-wonders-eastern-residences-8140226.html,6,7,7169,1188005.4,UAE
1404,VOT | Amazing Location | Rare To Market,/en/buy/villa-for-sale-dubai-dubai-sports-city-victory-heights-fortuna-village-8134067.html,4,4,3286,837000.0,UAE
1405,Attractive Deal | Resale Plot-Hills Views,/en/buy/land-for-sale-dubai-dubai-hills-estate-dubai-hills-view-8143209.html,4,4,34000,5130000.0,UAE
1406,Motivated Seller | Resale | Single Row,/en/buy/townhouse-for-sale-dubai-arabian-ranches-2-camelia-8141350.html,1,1,2683,572400.0,UAE
1407,Imagine Coming Home To This Canal View Unit,/en/buy/apartment-for-sale-abu-dhabi-yas-island-waters-edge-8163042.html,4,5,641,207900.0,UAE
1408,04 Yrs P. Plan| Luxury Mansion| World Class Living,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-trump-estates-8131603.html,4,6,2930,1026002.7,UAE
1409,One of a Kind | 6BH | Park Access with Pool,/en/buy/villa-for-sale-dubai-the-villa-hacienda-8196097.html,6,5,4500,1214999.73,UAE
1410,Fully Upgraded | VOT | Burj Khalifa View,/en/buy/apartment-for-sale-dubai-downtown-dubai-south-ridge-south-ridge-4-8195393.html,2,3,1560,958500.0,UAE
1411,Huge 3 bedroom - Dubai Ain view - La Vie,/en/buy/apartment-for-sale-dubai-jumeirah-beach-residence-la-vie-8193432.html,3,4,1959,1458000.0,UAE
1412,New Villa 11 master bed rooms Excellent Finishing ,/en/buy/villa-for-sale-ajman-al-mwaihat-al-mwaihat-3-8194248.html,7,7,6700,621000.0,UAE
1413,Single Row - Away From Qudra Road - Type 3M,/en/buy/townhouse-for-sale-dubai-dubai-land-cherrywoods-8193476.html,3,4,2233,499500.0,UAE
1414,2years post handover plan-Independent villa-4Br,/en/buy/villa-for-sale-dubai-arabian-ranches-3-caya-8193414.html,4,5,4098,1120739.76,UAE
1415,Full Marina View I Only Flat with Full Views,/en/buy/apartment-for-sale-dubai-dubai-harbour-emaar-beachfront-sunrise-bay-8197870.html,1,2,727,459000.0,UAE
1416,5 Bedrooms | Ultra Luxury | Custom Villa,/en/buy/villa-for-sale-dubai-jumeirah-golf-estates-earth-wildflower-7955283.html,5,5,9642,3375000.0,UAE
1417,Excellent | Sea View Apartment | Balcony,/en/buy/apartment-for-sale-ras-al-khaimah-mina-al-arab-the-lagoons-lagoon-b16-8149533.html,1,2,1040,116100.0,UAE
1418,Single Row Corner Unit Viewing Available,/en/buy/townhouse-for-sale-dubai-dubai-sports-city-victory-heights-marbella-village-8152184.html,4,4,2700,810000.0,UAE
1419,Open Garden View | Type 3E | VOT,/en/buy/villa-for-sale-dubai-arabian-ranches-al-reem-al-reem-3-8187272.html,3,3,2292,674999.73,UAE
1420,Amazing | Sea and Pool View | Attractive Price,/en/buy/apartment-for-sale-ras-al-khaimah-al-hamra-village-royal-breeze-royal-breeze-4-8100763.html,4,1,457,62100.0,UAE
1421,Genuine Resale | Close to Kids play area,/en/buy/villa-for-sale-dubai-arabian-ranches-2-camelia-8045590.html,3,3,1988,418500.0,UAE
1422,VOT Duplex Penthouse | Sea and Palm View,/en/buy/penthouse-for-sale-dubai-dubai-marina-23-marina-7959638.html,4,5,5644,1890000.0,UAE
1423,Sea Views | Tenanted | Maids Room,/en/buy/apartment-for-sale-dubai-bluewaters-bluewaters-residences-apartment-building-9-7774374.html,2,3,1662,1107000.0,UAE
1424,1 BEDROOM | HIGH FLOOR | | BURJ VIEW | RENTED,/en/buy/apartment-for-sale-dubai-downtown-dubai-burj-views-burj-views-b-8188119.html,1,1,727,260550.0,UAE
1425,Stunning Apartment |Fully Furnished | Sea View,/en/buy/apartment-for-sale-dubai-palm-jumeirah-serenia-residences-the-palm-serenia-residences-west-8184286.html,1,2,1033,783000.0,UAE
1426,Resale Deal |Golf Course Living | Premium Location,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-8184654.html,4,5,7104,2214000.0,UAE
1427,Sea views / Corner unit / Available,/en/buy/villa-for-sale-dubai-jumeirah-la-mer-sur-la-mer-8185559.html,4,4,4796,2565000.0,UAE
1428,Resale Unit | Close to Amenities | Single Row,/en/buy/villa-for-sale-dubai-tilal-al-ghaf-elan-8186246.html,3,5,2152,404999.46,UAE
1429,Resale | 3 Yrs Post Handover | 3Yrs Service Waiver,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-17-icon-bay-8185310.html,2,2,1056,391500.0,UAE
1430,"4 Bed Plus Study, Corner Plot, Close to Park",/en/buy/villa-for-sale-dubai-reem-mira-oasis-mira-oasis-2-8186068.html,4,4,2834,607500.0,UAE
1431,Convenient Location | Vacant | Open Style Kitchen,/en/buy/apartment-for-sale-dubai-dubai-land-queue-point-mazaya-2-8187245.html,1,2,995,110700.0,UAE
1432,Resale | Serviced One Bedroom | Investment,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-address-harbour-point-7834774.html,1,1,772,445500.0,UAE
1433,0 Commission - best offer - Fully Furnished,/en/buy/apartment-for-sale-abu-dhabi-masdar-city-the-gate-7925440.html,1,1,613,140670.0,UAE
1434,Beachfront I In Built-Lift I Private Pool I Luxury,/en/buy/villa-for-sale-ras-al-khaimah-mina-al-arab-marbella-8006219.html,5,7,5842,621000.0,UAE
1435,Brand New|World Class Lifestyle|Cheapest|Balcony,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-10-8024290.html,1,2,700,130950.0,UAE
1436,On High Floor Apt | Vacant Soon | Type B,/en/buy/apartment-for-sale-dubai-palm-jumeirah-oceana-oceana-baltic-8037400.html,3,4,2280,1012500.0,UAE
1437,High Floor | Fountain View | Vacant Soon,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-downtown-hotel-8177831.html,2,3,1848,1782000.0,UAE
1438,Living By The Golf  I Prime Location I PaymentPlan,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-8177676.html,5,6,5634,3510002.7,UAE
1439,Lovely Lake and Skyline | 4 Bedroom Villa,/en/buy/villa-for-sale-dubai-jumeirah-islands-european-clusters-entertainment-foyer-8172510.html,4,4,5285,2052000.0,UAE
1440,"Multiple Plots for sale,Call Pearl Jumeirah Expert",/en/buy/land-for-sale-dubai-jumeirah-pearl-jumeirah-pearl-jumeirah-villas-8199597.html,5,6,9300,1383750.0,UAE
1441,Expert Advice On Golf Resale | Huge Plot | Corner,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-7949800.html,1,2,5601,2592000.0,UAE
1442,Luxury Finish | Lovely 1 Bedroom Apartment,/en/buy/apartment-for-sale-dubai-dubai-marina-liv-residence-8204682.html,4,5,996,509637.96,UAE
1443,Limted Plots | Genuine Seller| Freehold| Vastu,/en/buy/land-for-sale-dubai-jumeirah-pearl-jumeirah-pearl-jumeirah-villas-8199268.html,2,2,11000,1620000.0,UAE
1444,Genuine Resale | Harmony 1 | On Park,/en/buy/villa-for-sale-dubai-tilal-al-ghaf-harmony-8178016.html,3,2,3736,999000.0,UAE
1445,Exclusive |  Extended | Upgraded | Superb location,/en/buy/villa-for-sale-dubai-arabian-ranches-palmera-palmera-1-8175011.html,5,6,1889,567000.0,UAE
1446,Partial Lake View | Balcony | Unfurnished | Vacant,/en/buy/apartment-for-sale-dubai-business-bay-mayfair-tower-8156517.html,1,1,627,155250.0,UAE
1447,Immaculately Kept | Single Row | A Type,/en/buy/villa-for-sale-dubai-arabian-ranches-palmera-palmera-1-8161511.html,3,3,2936,1050300.0,UAE
1448,Upgraded 4M | VOT | Maids Room | Lovely Garden,/en/buy/villa-for-sale-dubai-arabian-ranches-al-reem-al-reem-3-8164780.html,2,2,1780,506250.0,UAE
1449,Cheapest 2BR | Park gate residences | Brand New,/en/buy/apartment-for-sale-dubai-al-kifaf-park-gate-residences-8164310.html,2,3,1555,459000.0,UAE
1450,5 Bed Villa on the sea | close to la mer beach,/en/buy/villa-for-sale-dubai-jumeirah-la-mer-sur-la-mer-8160976.html,5,7,6833,3510000.0,UAE
1451,Motivated Seller | Large Layout | Mint Condtion,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-lofts-the-lofts-east-8158895.html,1,2,744,329400.0,UAE
1452,4 Bedroom House | Backing Park and Pool,/en/buy/villa-for-sale-dubai-meadows-meadows-6-8165202.html,4,2,3300,1309500.0,UAE
1453,Full Burj and Fountain Views I Resale I High Floor,/en/buy/apartment-for-sale-dubai-downtown-dubai-opera-district-grande-8163016.html,2,3,1192,1133999.73,UAE
1454,Two Bedrooms | Skyline View | Available Now,/en/buy/apartment-for-sale-dubai-palm-jumeirah-five-palm-jumeirah-8095651.html,2,3,1848,1026000.0,UAE
1455,Good Price! Amazing Space + Your Next Dream Home,/en/buy/apartment-for-sale-abu-dhabi-baniyas-baniyas-east-bawabat-al-sharq-8105359.html,2,3,1927,256500.0,UAE
1456,Extended |Close to Park and Lake |Vacant,/en/buy/villa-for-sale-dubai-the-springs-springs-3-8108780.html,3,2,2455,715500.0,UAE
